Format Version,1.23,Take Name,IR_004,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-11-08 11.21.06.994 下午,Total Frames in Take,4774,Total Exported Frames,4774,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
6,0.050000,-0.000000,0.000019,-0.000017,-1.000000,-0.387115,1.209147,-2.079207,-0.001490,0.120154,0.004848,-0.992742,-0.356924,1.292429,-0.820612
7,0.058333,0.000020,0.000017,0.000010,-1.000000,-0.387101,1.209157,-2.079218,-0.001503,0.120132,0.004850,-0.992745,-0.356922,1.292428,-0.820616
8,0.066667,0.000014,0.000024,0.000010,-1.000000,-0.387111,1.209148,-2.079217,-0.001493,0.120114,0.004867,-0.992747,-0.356935,1.292431,-0.820607
9,0.075000,0.000025,0.000049,-0.000011,-1.000000,-0.387110,1.209144,-2.079233,-0.001511,0.120167,0.004891,-0.992741,-0.356927,1.292436,-0.820622
10,0.083333,0.000016,0.000039,-0.000019,-1.000000,-0.387106,1.209141,-2.079226,-0.001531,0.120182,0.004872,-0.992739,-0.356921,1.292439,-0.820622
11,0.091667,0.000020,0.000038,0.000008,-1.000000,-0.387095,1.209148,-2.079230,-0.001474,0.120176,0.004896,-0.992740,-0.356929,1.292433,-0.820615
12,0.100000,,,,,,,,,,,,,,
13,0.108333,0.000030,0.000014,-0.000005,-1.000000,-0.387113,1.209151,-2.079229,-0.001479,0.120148,0.004907,-0.992743,-0.356931,1.292433,-0.820609
14,0.116667,0.000037,0.000039,0.000009,-1.000000,-0.387096,1.209147,-2.079234,-0.001501,0.120137,0.004882,-0.992744,-0.356931,1.292430,-0.820617
15,0.125000,0.000015,0.000045,0.000007,-1.000000,-0.387108,1.209144,-2.079237,-0.001486,0.120137,0.004888,-0.992744,-0.356930,1.292432,-0.820609
16,0.133333,0.000022,0.000050,-0.000002,-1.000000,-0.387102,1.209148,-2.079232,-0.001533,0.120170,0.004858,-0.992740,-0.356922,1.292433,-0.820616
17,0.141667,0.000011,0.000015,-0.000007,-1.000000,-0.387115,1.209145,-2.079231,-0.001509,0.120187,0.004861,-0.992738,-0.356917,1.292425,-0.820619
18,0.150000,0.000011,0.000057,-0.000026,-1.000000,-0.387104,1.209122,-2.079226,-0.001506,0.120134,0.004847,-0.992745,-0.356925,1.292424,-0.820616
19,0.158333,0.000026,0.000038,0.000012,-1.000000,-0.387100,1.209147,-2.079235,-0.001480,0.120180,0.004915,-0.992739,-0.356925,1.292425,-0.820609
20,0.166667,0.000005,0.000027,-0.000011,-1.000000,-0.387111,1.209142,-2.079230,-0.001533,0.120109,0.004801,-0.992748,-0.356922,1.292426,-0.820620
21,0.175000,0.000014,0.000096,-0.000002,-1.000000,-0.387103,1.209144,-2.079254,-0.001513,0.120107,0.004842,-0.992748,-0.356927,1.292433,-0.820616
22,0.183333,0.000025,0.000044,-0.000018,-1.000000,-0.387107,1.209137,-2.079238,-0.001533,0.120174,0.004872,-0.992740,-0.356920,1.292436,-0.820617
23,0.191667,0.000046,0.000050,-0.000004,-1.000000,-0.387103,1.209135,-2.079244,-0.001521,0.120140,0.004888,-0.992744,-0.356923,1.292434,-0.820615
24,0.200000,0.000024,0.000038,-0.000015,-1.000000,-0.387105,1.209131,-2.079225,-0.001498,0.120165,0.004901,-0.992741,-0.356928,1.292436,-0.820612
25,0.208333,0.000027,0.000062,-0.000021,-1.000000,-0.387106,1.209138,-2.079236,-0.001519,0.120111,0.004834,-0.992748,-0.356925,1.292434,-0.820614
26,0.216667,0.000016,0.000047,-0.000015,-1.000000,-0.387105,1.209141,-2.079233,-0.001512,0.120207,0.004882,-0.992736,-0.356916,1.292433,-0.820618
27,0.225000,0.000017,-0.000006,-0.000024,-1.000000,-0.387123,1.209140,-2.079220,-0.001542,0.120163,0.004863,-0.992741,-0.356923,1.292435,-0.820614
28,0.233333,0.000017,0.000070,-0.000010,-1.000000,-0.387104,1.209143,-2.079244,-0.001506,0.120184,0.004856,-0.992739,-0.356917,1.292427,-0.820613
29,0.241667,0.000032,0.000051,-0.000006,-1.000000,-0.387101,1.209140,-2.079241,-0.001565,0.120145,0.004868,-0.992743,-0.356920,1.292438,-0.820619
30,0.250000,0.000025,0.000040,-0.000024,-1.000000,-0.387103,1.209128,-2.079228,-0.001532,0.120140,0.004852,-0.992744,-0.356924,1.292434,-0.820620
31,0.258333,0.000013,0.000042,0.000004,-1.000000,-0.387108,1.209147,-2.079241,-0.001524,0.120132,0.004909,-0.992745,-0.356932,1.292430,-0.820612
32,0.266667,0.000024,0.000033,0.000001,-1.000000,-0.387113,1.209140,-2.079231,-0.001538,0.120151,0.004833,-0.992743,-0.356918,1.292434,-0.820608
33,0.275000,0.000029,0.000016,-0.000012,-1.000000,-0.387119,1.209146,-2.079224,-0.001499,0.120173,0.004894,-0.992740,-0.356927,1.292426,-0.820606
34,0.283333,0.000036,0.000044,-0.000014,-1.000000,-0.387103,1.209140,-2.079238,-0.001492,0.120187,0.004890,-0.992738,-0.356922,1.292427,-0.820603
35,0.291667,0.000021,0.000042,0.000011,-1.000000,-0.387106,1.209143,-2.079244,-0.001526,0.120162,0.004876,-0.992741,-0.356926,1.292433,-0.820609
36,0.300000,0.000012,0.000010,-0.000014,-1.000000,-0.387117,1.209140,-2.079218,-0.001498,0.120139,0.004870,-0.992744,-0.356927,1.292429,-0.820603
37,0.308333,0.000026,0.000063,-0.000013,-1.000000,-0.387109,1.209142,-2.079248,-0.001505,0.120128,0.004868,-0.992745,-0.356931,1.292428,-0.820603
38,0.316667,0.000035,0.000042,-0.000028,-1.000000,-0.387111,1.209129,-2.079233,-0.001524,0.120140,0.004825,-0.992744,-0.356914,1.292423,-0.820606
39,0.325000,0.000039,-0.000003,-0.000004,-1.000000,-0.387118,1.209146,-2.079218,-0.001544,0.120150,0.004841,-0.992743,-0.356917,1.292433,-0.820612
40,0.333333,0.000002,0.000009,-0.000002,-1.000000,-0.387113,1.209142,-2.079218,-0.001541,0.120159,0.004841,-0.992742,-0.356917,1.292434,-0.820605
41,0.341667,0.000037,0.000041,-0.000029,-1.000000,-0.387107,1.209131,-2.079239,-0.001549,0.120155,0.004916,-0.992742,-0.356932,1.292441,-0.820609
42,0.350000,0.000019,0.000054,-0.000013,-1.000000,-0.387103,1.209135,-2.079237,-0.001544,0.120180,0.004918,-0.992739,-0.356929,1.292440,-0.820611
43,0.358333,0.000021,0.000034,-0.000003,-1.000000,-0.387120,1.209143,-2.079234,-0.001530,0.120166,0.004863,-0.992741,-0.356917,1.292434,-0.820609
44,0.366667,0.000019,0.000020,-0.000015,-1.000000,-0.387117,1.209141,-2.079225,-0.001495,0.120141,0.004846,-0.992744,-0.356916,1.292430,-0.820599
45,0.375000,0.000029,0.000017,-0.000003,-1.000000,-0.387115,1.209148,-2.079225,-0.001543,0.120169,0.004882,-0.992740,-0.356921,1.292440,-0.820612
46,0.383333,0.000019,0.000060,0.000002,-1.000000,-0.387102,1.209141,-2.079248,-0.001519,0.120131,0.004840,-0.992745,-0.356913,1.292429,-0.820599
47,0.391667,0.000022,0.000069,-0.000016,-1.000000,-0.387098,1.209138,-2.079250,-0.001526,0.120138,0.004911,-0.992744,-0.356936,1.292433,-0.820603
48,0.400000,0.000043,0.000012,-0.000025,-1.000000,-0.387111,1.209139,-2.079226,-0.001528,0.120197,0.004875,-0.992737,-0.356919,1.292436,-0.820609
49,0.408333,0.000041,0.000003,-0.000013,-1.000000,-0.387114,1.209139,-2.079233,-0.001481,0.120156,0.004892,-0.992742,-0.356929,1.292428,-0.820599
50,0.416667,0.000027,0.000047,-0.000009,-1.000000,-0.387104,1.209143,-2.079233,-0.001511,0.120228,0.004916,-0.992733,-0.356922,1.292437,-0.820612
51,0.425000,0.000048,0.000000,-0.000007,-1.000000,-0.387112,1.209143,-2.079226,-0.001449,0.120138,0.004895,-0.992744,-0.356926,1.292425,-0.820594
52,0.433333,-0.000008,0.000113,-0.000013,-1.000000,-0.387103,1.209138,-2.079252,-0.001501,0.120145,0.004846,-0.992743,-0.356921,1.292427,-0.820609
53,0.441667,0.000027,0.000005,-0.000002,-1.000000,-0.387108,1.209145,-2.079221,-0.001469,0.120141,0.004936,-0.992743,-0.356935,1.292433,-0.820603
54,0.450000,0.000033,0.000014,-0.000001,-1.000000,-0.387102,1.209145,-2.079226,-0.001499,0.120146,0.004872,-0.992743,-0.356927,1.292429,-0.820603
55,0.458333,0.000033,0.000060,-0.000025,-1.000000,-0.387109,1.209148,-2.079255,-0.001463,0.120171,0.004953,-0.992740,-0.356938,1.292434,-0.820598
56,0.466667,0.000014,0.000061,-0.000001,-1.000000,-0.387091,1.209148,-2.079245,-0.001499,0.120157,0.004881,-0.992742,-0.356924,1.292438,-0.820607
57,0.475000,0.000026,0.000045,-0.000017,-1.000000,-0.387107,1.209147,-2.079235,-0.001533,0.120151,0.004885,-0.992742,-0.356920,1.292435,-0.820615
58,0.483333,0.000016,0.000095,-0.000012,-1.000000,-0.387098,1.209142,-2.079254,-0.001495,0.120168,0.004848,-0.992741,-0.356917,1.292429,-0.820604
59,0.491667,0.000023,0.000011,-0.000010,-1.000000,-0.387106,1.209129,-2.079222,-0.001506,0.120185,0.004908,-0.992738,-0.356921,1.292434,-0.820605
60,0.500000,0.000028,0.000000,-0.000011,-1.000000,-0.387102,1.209139,-2.079214,-0.001513,0.120160,0.004895,-0.992741,-0.356926,1.292435,-0.820614
61,0.508333,0.000024,0.000053,-0.000030,-1.000000,-0.387123,1.209148,-2.079248,-0.001532,0.120197,0.004828,-0.992737,-0.356907,1.292436,-0.820612
62,0.516667,0.000040,-0.000014,-0.000013,-1.000000,-0.387115,1.209131,-2.079212,-0.001527,0.120179,0.004904,-0.992739,-0.356921,1.292433,-0.820614
63,0.525000,0.000007,0.000068,-0.000011,-1.000000,-0.387109,1.209145,-2.079234,-0.001542,0.120135,0.004816,-0.992745,-0.356915,1.292431,-0.820607
64,0.533333,0.000022,0.000024,-0.000008,-1.000000,-0.387105,1.209143,-2.079226,-0.001539,0.120149,0.004864,-0.992743,-0.356917,1.292435,-0.820612
65,0.541667,0.000031,0.000050,0.000006,-1.000000,-0.387093,1.209144,-2.079245,-0.001541,0.120159,0.004892,-0.992741,-0.356926,1.292437,-0.820615
66,0.550000,0.000010,0.000064,-0.000012,-1.000000,-0.387100,1.209139,-2.079239,-0.001516,0.120187,0.004916,-0.992738,-0.356926,1.292436,-0.820607
67,0.558333,0.000011,0.000070,-0.000002,-1.000000,-0.387102,1.209146,-2.079244,-0.001484,0.120205,0.004920,-0.992736,-0.356920,1.292431,-0.820604
68,0.566667,0.000009,0.000048,-0.000002,-1.000000,-0.387095,1.209148,-2.079233,-0.001517,0.120180,0.004890,-0.992739,-0.356920,1.292437,-0.820607
69,0.575000,0.000017,0.000087,0.000009,-1.000000,-0.387087,1.209139,-2.079244,-0.001476,0.120128,0.004862,-0.992745,-0.356918,1.292424,-0.820597
70,0.583333,0.000014,0.000046,-0.000002,-1.000000,-0.387103,1.209141,-2.079231,-0.001495,0.120181,0.004896,-0.992739,-0.356923,1.292430,-0.820603
71,0.591667,0.000012,0.000085,0.000010,-1.000000,-0.387087,1.209140,-2.079248,-0.001502,0.120134,0.004882,-0.992745,-0.356924,1.292434,-0.820604
72,0.600000,0.000014,0.000081,-0.000007,-1.000000,-0.387086,1.209131,-2.079246,-0.001487,0.120168,0.004922,-0.992740,-0.356927,1.292428,-0.820605
73,0.608333,0.000042,-0.000003,-0.000005,-1.000000,-0.387114,1.209143,-2.079220,-0.001504,0.120166,0.004904,-0.992741,-0.356924,1.292434,-0.820603
74,0.616667,0.000017,0.000057,0.000008,-1.000000,-0.387161,1.209089,-2.079211,-0.001543,0.120131,0.004790,-0.992745,-0.356911,1.292429,-0.820612
75,0.625000,0.000008,0.000024,-0.000001,-1.000000,-0.387110,1.209136,-2.079229,-0.001507,0.120156,0.004905,-0.992742,-0.356929,1.292432,-0.820609
76,0.633333,0.000022,0.000011,-0.000010,-1.000000,-0.387106,1.209141,-2.079226,-0.001540,0.120112,0.004847,-0.992747,-0.356922,1.292433,-0.820606
77,0.641667,0.000021,0.000046,0.000001,-1.000000,-0.387099,1.209143,-2.079240,-0.001521,0.120140,0.004841,-0.992744,-0.356918,1.292432,-0.820604
78,0.650000,0.000030,0.000007,-0.000005,-1.000000,-0.387112,1.209132,-2.079216,-0.001515,0.120193,0.004868,-0.992738,-0.356911,1.292430,-0.820608
79,0.658333,0.000020,0.000017,-0.000011,-1.000000,-0.387113,1.209142,-2.079228,-0.001530,0.120122,0.004851,-0.992746,-0.356930,1.292428,-0.820602
80,0.666667,0.000022,0.000047,0.000005,-1.000000,-0.387096,1.209143,-2.079235,-0.001520,0.120149,0.004849,-0.992743,-0.356918,1.292428,-0.820606
81,0.675000,0.000040,0.000058,0.000000,-1.000000,-0.387092,1.209142,-2.079242,-0.001515,0.120169,0.004895,-0.992740,-0.356925,1.292432,-0.820610
82,0.683333,0.000039,0.000023,-0.000009,-1.000000,-0.387111,1.209148,-2.079227,-0.001526,0.120164,0.004887,-0.992741,-0.356922,1.292436,-0.820613
83,0.691667,0.000021,0.000048,0.000006,-1.000000,-0.387103,1.209144,-2.079232,-0.001498,0.120195,0.004903,-0.992737,-0.356918,1.292437,-0.820608
84,0.700000,0.000008,0.000047,-0.000019,-1.000000,-0.387098,1.209123,-2.079231,-0.001540,0.120194,0.004825,-0.992738,-0.356904,1.292435,-0.820618
85,0.708333,0.000034,-0.000005,-0.000007,-1.000000,-0.387111,1.209139,-2.079215,-0.001505,0.120128,0.004907,-0.992745,-0.356926,1.292433,-0.820602
86,0.716667,0.000004,0.000090,0.000006,-1.000000,-0.387090,1.209146,-2.079247,-0.001511,0.120149,0.004843,-0.992743,-0.356920,1.292424,-0.820601
87,0.725000,0.000041,0.000003,-0.000024,-1.000000,-0.387117,1.209138,-2.079218,-0.001514,0.120142,0.004845,-0.992744,-0.356914,1.292434,-0.820603
88,0.733333,0.000047,0.000021,-0.000021,-1.000000,-0.387108,1.209142,-2.079222,-0.001510,0.120182,0.004882,-0.992739,-0.356917,1.292434,-0.820602
89,0.741667,0.000023,0.000011,-0.000017,-1.000000,-0.387114,1.209147,-2.079220,-0.001531,0.120174,0.004875,-0.992740,-0.356913,1.292441,-0.820603
90,0.750000,0.000027,0.000069,-0.000002,-1.000000,-0.387098,1.209146,-2.079239,-0.001502,0.120153,0.004843,-0.992742,-0.356915,1.292431,-0.820599
91,0.758333,0.000039,0.000054,0.000001,-1.000000,-0.387105,1.209154,-2.079238,-0.001513,0.120148,0.004837,-0.992743,-0.356913,1.292434,-0.820597
92,0.766667,0.000028,0.000056,0.000005,-1.000000,-0.387093,1.209154,-2.079230,-0.001504,0.120161,0.004843,-0.992741,-0.356911,1.292435,-0.820601
93,0.775000,0.000028,0.000055,-0.000005,-1.000000,-0.387097,1.209143,-2.079241,-0.001546,0.120154,0.004860,-0.992742,-0.356916,1.292436,-0.820609
94,0.783333,0.000029,0.000085,-0.000001,-1.000000,-0.387095,1.209144,-2.079238,-0.001487,0.120167,0.004905,-0.992741,-0.356920,1.292431,-0.820600
95,0.791667,0.000028,0.000068,-0.000010,-1.000000,-0.387096,1.209146,-2.079235,-0.001505,0.120165,0.004908,-0.992741,-0.356923,1.292435,-0.820603
96,0.800000,0.000019,0.000061,-0.000011,-1.000000,-0.387093,1.209144,-2.079227,-0.001516,0.120177,0.004878,-0.992739,-0.356919,1.292434,-0.820601
97,0.808333,0.000019,0.000055,-0.000016,-1.000000,-0.387102,1.209147,-2.079228,-0.001485,0.120212,0.004894,-0.992735,-0.356916,1.292433,-0.820604
98,0.816667,0.000039,0.000043,-0.000019,-1.000000,-0.387103,1.209148,-2.079223,-0.001504,0.120186,0.004939,-0.992738,-0.356925,1.292443,-0.820603
99,0.825000,0.000024,0.000047,-0.000019,-1.000000,-0.387102,1.209154,-2.079229,-0.001540,0.120149,0.004893,-0.992743,-0.356925,1.292442,-0.820607
100,0.833333,0.000024,0.000014,-0.000026,-1.000000,-0.387114,1.209145,-2.079204,-0.001496,0.120149,0.004925,-0.992743,-0.356927,1.292432,-0.820607
101,0.841667,0.000028,0.000038,-0.000021,-1.000000,-0.387094,1.209142,-2.079222,-0.001496,0.120140,0.004906,-0.992744,-0.356926,1.292428,-0.820605
102,0.850000,0.000021,0.000072,0.000006,-1.000000,-0.387099,1.209154,-2.079229,-0.001525,0.120139,0.004871,-0.992744,-0.356924,1.292431,-0.820605
103,0.858333,0.000032,0.000021,-0.000027,-1.000000,-0.387122,1.209150,-2.079207,-0.001494,0.120174,0.004861,-0.992740,-0.356922,1.292427,-0.820603
104,0.866667,0.000002,0.000051,-0.000007,-1.000000,-0.387098,1.209146,-2.079213,-0.001535,0.120126,0.004901,-0.992745,-0.356928,1.292438,-0.820611
105,0.875000,0.000015,0.000054,-0.000027,-1.000000,-0.387100,1.209150,-2.079220,-0.001514,0.120167,0.004878,-0.992741,-0.356924,1.292431,-0.820609
106,0.883333,0.000015,0.000022,-0.000022,-1.000000,-0.387115,1.209146,-2.079206,-0.001529,0.120166,0.004933,-0.992740,-0.356931,1.292435,-0.820620
107,0.891667,0.000016,0.000025,-0.000004,-1.000000,-0.387100,1.209143,-2.079204,-0.001551,0.120179,0.004827,-0.992739,-0.356911,1.292430,-0.820620
108,0.900000,0.000005,0.000024,-0.000014,-1.000000,-0.387110,1.209145,-2.079200,-0.001536,0.120152,0.004898,-0.992742,-0.356927,1.292436,-0.820615
109,0.908333,0.000023,0.000018,-0.000017,-1.000000,-0.387109,1.209148,-2.079205,-0.001512,0.120135,0.004856,-0.992745,-0.356928,1.292426,-0.820613
110,0.916667,0.000015,0.000003,-0.000009,-1.000000,-0.387113,1.209147,-2.079198,-0.001470,0.120147,0.004860,-0.992743,-0.356926,1.292423,-0.820602
111,0.925000,0.000014,0.000034,-0.000011,-1.000000,-0.387098,1.209150,-2.079207,-0.001481,0.120191,0.004897,-0.992738,-0.356925,1.292424,-0.820617
112,0.933333,0.000029,0.000013,-0.000019,-1.000000,-0.387110,1.209152,-2.079200,-0.001522,0.120159,0.004870,-0.992742,-0.356927,1.292433,-0.820617
113,0.941667,0.000023,-0.000008,-0.000011,-1.000000,-0.387107,1.209152,-2.079191,-0.001514,0.120137,0.004878,-0.992744,-0.356927,1.292426,-0.820613
114,0.950000,0.000006,0.000045,-0.000020,-1.000000,-0.387103,1.209150,-2.079196,-0.001529,0.120130,0.004922,-0.992745,-0.356936,1.292436,-0.820619
115,0.958333,0.000001,0.000003,-0.000025,-1.000000,-0.387116,1.209155,-2.079187,-0.001501,0.120146,0.004905,-0.992743,-0.356935,1.292431,-0.820609
116,0.966667,0.000016,0.000019,-0.000014,-1.000000,-0.387099,1.209156,-2.079193,-0.001505,0.120183,0.004905,-0.992738,-0.356931,1.292425,-0.820618
117,0.975000,-0.000002,0.000049,-0.000016,-1.000000,-0.387099,1.209162,-2.079208,-0.001553,0.120096,0.004907,-0.992749,-0.356943,1.292434,-0.820621
118,0.983333,-0.000004,0.000058,-0.000011,-1.000000,-0.387089,1.209159,-2.079196,-0.001527,0.120149,0.004872,-0.992743,-0.356927,1.292431,-0.820614
119,0.991667,0.000010,0.000037,-0.000017,-1.000000,-0.387094,1.209150,-2.079197,-0.001536,0.120173,0.004865,-0.992740,-0.356922,1.292428,-0.820626
120,1.000000,-0.000010,-0.000007,-0.000007,-1.000000,-0.387101,1.209152,-2.079175,-0.001505,0.120165,0.004923,-0.992741,-0.356931,1.292429,-0.820616
121,1.008333,0.000005,0.000007,-0.000022,-1.000000,-0.387110,1.209155,-2.079193,-0.001510,0.120186,0.004954,-0.992738,-0.356934,1.292434,-0.820626
122,1.016667,0.000005,0.000003,0.000008,-1.000000,-0.387095,1.209162,-2.079179,-0.001496,0.120125,0.004910,-0.992746,-0.356934,1.292431,-0.820612
123,1.025000,0.000016,-0.000012,-0.000033,-1.000000,-0.387114,1.209163,-2.079181,-0.001492,0.120133,0.004881,-0.992745,-0.356935,1.292425,-0.820611
124,1.033333,0.000005,0.000048,-0.000016,-1.000000,-0.387093,1.209153,-2.079197,-0.001552,0.120129,0.004870,-0.992745,-0.356928,1.292436,-0.820620
125,1.041667,-0.000020,0.000047,-0.000000,-1.000000,-0.387095,1.209161,-2.079195,-0.001539,0.120149,0.004878,-0.992743,-0.356932,1.292429,-0.820621
126,1.050000,0.000002,-0.000014,-0.000005,-1.000000,-0.387102,1.209166,-2.079177,-0.001517,0.120186,0.004881,-0.992738,-0.356930,1.292431,-0.820621
127,1.058333,-0.000008,0.000031,-0.000015,-1.000000,-0.387100,1.209155,-2.079196,-0.001533,0.120116,0.004877,-0.992747,-0.356936,1.292429,-0.820616
128,1.066667,0.000009,0.000004,-0.000003,-1.000000,-0.387097,1.209166,-2.079183,-0.001509,0.120192,0.004907,-0.992737,-0.356929,1.292430,-0.820619
129,1.075000,0.000006,0.000035,-0.000025,-1.000000,-0.387103,1.209161,-2.079195,-0.001568,0.120141,0.004875,-0.992744,-0.356931,1.292437,-0.820621
130,1.083333,-0.000011,0.000034,-0.000031,-1.000000,-0.387111,1.209161,-2.079190,-0.001575,0.120157,0.004886,-0.992742,-0.356931,1.292442,-0.820628
131,1.091667,-0.000025,0.000046,-0.000003,-1.000000,-0.387088,1.209160,-2.079192,-0.001545,0.120151,0.004896,-0.992742,-0.356930,1.292435,-0.820624
132,1.100000,-0.000002,0.000003,-0.000006,-1.000000,-0.387092,1.209158,-2.079183,-0.001556,0.120120,0.004908,-0.992746,-0.356937,1.292435,-0.820626
133,1.108333,-0.000003,0.000015,0.000011,-1.000000,-0.387105,1.209175,-2.079183,-0.001523,0.120171,0.004899,-0.992740,-0.356934,1.292430,-0.820622
134,1.116667,0.000000,-0.000011,0.000013,-1.000000,-0.387107,1.209179,-2.079172,-0.001504,0.120114,0.004866,-0.992747,-0.356937,1.292429,-0.820614
135,1.125000,0.000004,-0.000025,-0.000025,-1.000000,-0.387116,1.209159,-2.079173,-0.001544,0.120106,0.004874,-0.992748,-0.356935,1.292432,-0.820619
136,1.133333,-0.000015,-0.000016,0.000006,-1.000000,-0.387116,1.209163,-2.079169,-0.001520,0.120158,0.004916,-0.992741,-0.356936,1.292435,-0.820624
137,1.141667,0.000008,0.000043,-0.000013,-1.000000,-0.387094,1.209156,-2.079196,-0.001524,0.120102,0.004868,-0.992748,-0.356938,1.292437,-0.820622
138,1.150000,-0.000020,0.000007,-0.000007,-1.000000,-0.387114,1.209164,-2.079186,-0.001499,0.120160,0.004857,-0.992742,-0.356921,1.292423,-0.820619
139,1.158333,0.000008,-0.000052,-0.000015,-1.000000,-0.387116,1.209165,-2.079166,-0.001517,0.120139,0.004902,-0.992744,-0.356928,1.292432,-0.820618
140,1.166667,0.000003,-0.000035,-0.000015,-1.000000,-0.387115,1.209153,-2.079166,-0.001532,0.120157,0.004882,-0.992742,-0.356932,1.292432,-0.820622
141,1.175000,0.000028,-0.000041,-0.000016,-1.000000,-0.387106,1.209160,-2.079178,-0.001508,0.120155,0.004867,-0.992742,-0.356927,1.292428,-0.820619
142,1.183333,0.000013,-0.000008,-0.000023,-1.000000,-0.387113,1.209151,-2.079180,-0.001522,0.120176,0.004909,-0.992739,-0.356931,1.292435,-0.820627
143,1.191667,0.000017,-0.000013,-0.000007,-1.000000,-0.387106,1.209149,-2.079180,-0.001508,0.120122,0.004923,-0.992746,-0.356936,1.292431,-0.820620
144,1.200000,0.000011,0.000007,-0.000000,-1.000000,-0.387106,1.209155,-2.079182,-0.001550,0.120121,0.004839,-0.992746,-0.356925,1.292428,-0.820626
145,1.208333,-0.000003,0.000003,0.000001,-1.000000,-0.387109,1.209152,-2.079190,-0.001537,0.120126,0.004878,-0.992746,-0.356931,1.292432,-0.820627
146,1.216667,-0.000008,0.000013,-0.000008,-1.000000,-0.387102,1.209157,-2.079185,-0.001520,0.120137,0.004867,-0.992744,-0.356931,1.292431,-0.820623
147,1.225000,0.000027,-0.000026,-0.000027,-1.000000,-0.387112,1.209152,-2.079183,-0.001523,0.120102,0.004893,-0.992748,-0.356939,1.292427,-0.820620
148,1.233333,0.000001,0.000043,-0.000012,-1.000000,-0.387098,1.209145,-2.079202,-0.001518,0.120136,0.004899,-0.992744,-0.356937,1.292429,-0.820621
149,1.241667,0.000009,0.000042,-0.000005,-1.000000,-0.387101,1.209155,-2.079214,-0.001498,0.120119,0.004893,-0.992746,-0.356939,1.292427,-0.820621
150,1.250000,-0.000001,0.000032,-0.000024,-1.000000,-0.387108,1.209148,-2.079203,-0.001540,0.120148,0.004899,-0.992743,-0.356933,1.292431,-0.820621
151,1.258333,0.000016,-0.000019,-0.000021,-1.000000,-0.387119,1.209150,-2.079186,-0.001538,0.120154,0.004881,-0.992742,-0.356931,1.292431,-0.820627
152,1.266667,0.000004,-0.000003,0.000007,-1.000000,-0.387109,1.209152,-2.079187,-0.001527,0.120150,0.004926,-0.992742,-0.356941,1.292434,-0.820623
