Format Version,1.23,Take Name,IR_017,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-11-26 11.30.52.456 下午,Total Frames in Take,5897,Total Exported Frames,5897,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
17,0.141667,-0.003121,0.896075,-0.001825,-0.443887,-1.289885,1.120670,0.191519,0.000128,-0.016487,0.000020,-0.999864,-0.091947,1.177146,-2.273825
18,0.150000,-0.003096,0.896111,-0.001777,-0.443815,-1.289893,1.120674,0.191487,0.000311,-0.016518,0.000008,-0.999864,-0.091943,1.177138,-2.273811
19,0.158333,-0.003125,0.896095,-0.001814,-0.443848,-1.289874,1.120667,0.191506,0.000055,-0.016601,-0.000056,-0.999862,-0.091903,1.177175,-2.273901
20,0.166667,-0.003111,0.896087,-0.001836,-0.443864,-1.289888,1.120666,0.191518,0.000003,-0.016617,-0.000015,-0.999862,-0.091903,1.177170,-2.273911
21,0.175000,-0.003120,0.896068,-0.001815,-0.443903,-1.289890,1.120667,0.191511,0.000081,-0.016578,-0.000026,-0.999863,-0.091904,1.177183,-2.273901
22,0.183333,-0.003126,0.896066,-0.001819,-0.443906,-1.289885,1.120669,0.191511,0.000143,-0.016591,-0.000054,-0.999862,-0.091906,1.177193,-2.273898
23,0.191667,-0.003105,0.896080,-0.001829,-0.443877,-1.289892,1.120665,0.191520,0.000159,-0.016576,-0.000028,-0.999863,-0.091916,1.177179,-2.273892
24,0.200000,-0.003089,0.896081,-0.001829,-0.443876,-1.289896,1.120668,0.191521,0.000307,-0.016509,-0.000002,-0.999864,-0.091945,1.177139,-2.273806
25,0.208333,-0.003112,0.896081,-0.001823,-0.443877,-1.289887,1.120670,0.191511,0.000252,-0.016515,0.000016,-0.999864,-0.091954,1.177141,-2.273819
26,0.216667,-0.003116,0.896087,-0.001817,-0.443864,-1.289883,1.120669,0.191509,0.000007,-0.016580,-0.000020,-0.999863,-0.091914,1.177169,-2.273906
27,0.225000,-0.003120,0.896083,-0.001829,-0.443872,-1.289887,1.120671,0.191515,-0.000000,-0.016593,-0.000021,-0.999862,-0.091908,1.177177,-2.273912
28,0.233333,-0.003068,0.896136,-0.001795,-0.443766,-1.289895,1.120677,0.191512,0.000290,-0.016495,-0.000011,-0.999864,-0.091939,1.177139,-2.273808
29,0.241667,-0.003104,0.896073,-0.001813,-0.443892,-1.289899,1.120666,0.191515,0.000145,-0.016493,0.000043,-0.999864,-0.091941,1.177136,-2.273819
30,0.250000,-0.003115,0.896078,-0.001824,-0.443883,-1.289888,1.120667,0.191510,0.000101,-0.016597,-0.000021,-0.999862,-0.091908,1.177178,-2.273903
31,0.258333,-0.003131,0.896071,-0.001807,-0.443896,-1.289883,1.120673,0.191509,0.000054,-0.016576,-0.000023,-0.999863,-0.091901,1.177174,-2.273900
32,0.266667,-0.003117,0.896069,-0.001843,-0.443899,-1.289887,1.120668,0.191526,0.000218,-0.016474,0.000041,-0.999864,-0.091956,1.177136,-2.273809
33,0.275000,-0.003117,0.896088,-0.001809,-0.443862,-1.289884,1.120662,0.191513,0.000356,-0.016478,0.000027,-0.999864,-0.091952,1.177141,-2.273798
34,0.283333,-0.003098,0.896070,-0.001830,-0.443898,-1.289894,1.120661,0.191524,0.000221,-0.016481,0.000037,-0.999864,-0.091956,1.177143,-2.273808
35,0.291667,-0.003109,0.896071,-0.001829,-0.443897,-1.289889,1.120667,0.191524,-0.000075,-0.016589,-0.000014,-0.999862,-0.091899,1.177179,-2.273915
36,0.300000,-0.003124,0.896064,-0.001820,-0.443909,-1.289886,1.120671,0.191512,0.000083,-0.016572,-0.000043,-0.999863,-0.091898,1.177181,-2.273897
37,0.308333,-0.003070,0.896125,-0.001787,-0.443788,-1.289891,1.120677,0.191506,0.000002,-0.016564,0.000001,-0.999863,-0.091911,1.177175,-2.273906
38,0.316667,-0.003110,0.896079,-0.001837,-0.443881,-1.289886,1.120672,0.191525,0.000119,-0.016564,-0.000023,-0.999863,-0.091907,1.177177,-2.273888
39,0.325000,-0.003103,0.896079,-0.001809,-0.443880,-1.289894,1.120670,0.191521,0.000408,-0.016486,0.000015,-0.999864,-0.091943,1.177150,-2.273795
40,0.333333,-0.003102,0.896091,-0.001815,-0.443856,-1.289889,1.120668,0.191511,0.000149,-0.016603,-0.000056,-0.999862,-0.091897,1.177176,-2.273892
41,0.341667,-0.003084,0.896122,-0.001779,-0.443794,-1.289886,1.120675,0.191507,0.000169,-0.016488,0.000004,-0.999864,-0.091932,1.177152,-2.273819
42,0.350000,-0.003132,0.896062,-0.001832,-0.443915,-1.289878,1.120666,0.191515,-0.000065,-0.016580,-0.000026,-0.999863,-0.091898,1.177181,-2.273910
43,0.358333,-0.003118,0.896086,-0.001805,-0.443866,-1.289882,1.120665,0.191510,0.000229,-0.016479,0.000026,-0.999864,-0.091933,1.177143,-2.273808
44,0.366667,-0.003130,0.896063,-0.001830,-0.443913,-1.289879,1.120666,0.191510,0.000105,-0.016586,-0.000028,-0.999862,-0.091899,1.177175,-2.273897
45,0.375000,-0.003086,0.896128,-0.001801,-0.443781,-1.289881,1.120675,0.191509,0.000278,-0.016464,0.000003,-0.999864,-0.091936,1.177149,-2.273802
46,0.383333,-0.003134,0.896085,-0.001835,-0.443867,-1.289871,1.120670,0.191513,0.000056,-0.016561,-0.000023,-0.999863,-0.091910,1.177186,-2.273896
47,0.391667,-0.003129,0.896081,-0.001815,-0.443876,-1.289874,1.120665,0.191511,0.000174,-0.016562,-0.000032,-0.999863,-0.091907,1.177189,-2.273885
48,0.400000,-0.003124,0.896094,-0.001814,-0.443850,-1.289879,1.120668,0.191518,0.000230,-0.016582,-0.000031,-0.999862,-0.091909,1.177179,-2.273888
49,0.408333,-0.003142,0.896077,-0.001831,-0.443883,-1.289868,1.120660,0.191514,0.000156,-0.016571,-0.000023,-0.999863,-0.091907,1.177189,-2.273897
50,0.416667,-0.003113,0.896079,-0.001837,-0.443880,-1.289878,1.120666,0.191519,0.000235,-0.016577,-0.000025,-0.999863,-0.091909,1.177187,-2.273887
51,0.425000,-0.003114,0.896058,-0.001839,-0.443922,-1.289883,1.120663,0.191525,0.000162,-0.016601,-0.000030,-0.999862,-0.091907,1.177188,-2.273904
52,0.433333,-0.003094,0.896095,-0.001838,-0.443848,-1.289884,1.120668,0.191528,0.000063,-0.016597,-0.000018,-0.999862,-0.091912,1.177180,-2.273906
53,0.441667,-0.003124,0.896085,-0.001821,-0.443868,-1.289876,1.120665,0.191511,-0.000081,-0.016571,-0.000007,-0.999863,-0.091902,1.177182,-2.273914
54,0.450000,-0.003057,0.896142,-0.001775,-0.443752,-1.289894,1.120672,0.191504,0.000056,-0.016575,0.000010,-0.999863,-0.091905,1.177175,-2.273901
55,0.458333,-0.003113,0.896079,-0.001830,-0.443879,-1.289882,1.120664,0.191520,-0.000041,-0.016567,-0.000003,-0.999863,-0.091908,1.177188,-2.273912
56,0.466667,-0.003129,0.896073,-0.001828,-0.443892,-1.289874,1.120668,0.191521,0.000164,-0.016590,-0.000054,-0.999862,-0.091897,1.177185,-2.273897
57,0.475000,-0.003073,0.896128,-0.001794,-0.443782,-1.289882,1.120674,0.191513,-0.000043,-0.016580,-0.000018,-0.999863,-0.091900,1.177180,-2.273906
58,0.483333,-0.003105,0.896078,-0.001816,-0.443882,-1.289884,1.120665,0.191513,0.000079,-0.016594,-0.000054,-0.999862,-0.091895,1.177181,-2.273900
59,0.491667,-0.003142,0.896057,-0.001829,-0.443923,-1.289867,1.120663,0.191515,0.000091,-0.016458,0.000065,-0.999865,-0.091942,1.177144,-2.273822
60,0.500000,-0.003143,0.896073,-0.001821,-0.443891,-1.289868,1.120670,0.191514,0.000384,-0.016480,0.000033,-0.999864,-0.091943,1.177145,-2.273793
61,0.508333,-0.003139,0.896064,-0.001832,-0.443910,-1.289870,1.120670,0.191515,0.000030,-0.016561,0.000009,-0.999863,-0.091902,1.177171,-2.273894
62,0.516667,-0.003075,0.896126,-0.001803,-0.443785,-1.289883,1.120673,0.191515,0.000232,-0.016484,0.000030,-0.999864,-0.091937,1.177130,-2.273807
63,0.525000,-0.003101,0.896089,-0.001834,-0.443859,-1.289877,1.120667,0.191520,0.000120,-0.016450,0.000059,-0.999865,-0.091942,1.177137,-2.273814
64,0.533333,-0.003148,0.896080,-0.001826,-0.443877,-1.289857,1.120673,0.191507,0.000061,-0.016593,-0.000030,-0.999862,-0.091895,1.177173,-2.273901
65,0.541667,-0.003122,0.896087,-0.001821,-0.443864,-1.289875,1.120670,0.191513,0.000156,-0.016607,-0.000049,-0.999862,-0.091906,1.177171,-2.273896
66,0.550000,-0.003086,0.896119,-0.001794,-0.443800,-1.289878,1.120680,0.191510,0.000189,-0.016596,-0.000040,-0.999862,-0.091912,1.177181,-2.273897
67,0.558333,-0.003123,0.896088,-0.001828,-0.443862,-1.289873,1.120670,0.191513,0.000367,-0.016492,0.000021,-0.999864,-0.091949,1.177148,-2.273799
68,0.566667,-0.003122,0.896100,-0.001824,-0.443838,-1.289871,1.120673,0.191514,0.000213,-0.016547,-0.000003,-0.999863,-0.091918,1.177174,-2.273878
69,0.575000,-0.003123,0.896095,-0.001827,-0.443848,-1.289870,1.120665,0.191513,0.000288,-0.016471,0.000007,-0.999864,-0.091950,1.177151,-2.273799
70,0.583333,-0.003097,0.896121,-0.001777,-0.443796,-1.289876,1.120678,0.191496,0.000118,-0.016564,-0.000004,-0.999863,-0.091908,1.177175,-2.273891
71,0.591667,-0.003130,0.896064,-0.001801,-0.443910,-1.289877,1.120669,0.191505,0.000052,-0.016459,0.000070,-0.999865,-0.091949,1.177137,-2.273822
72,0.600000,-0.003128,0.896081,-0.001825,-0.443877,-1.289873,1.120671,0.191516,0.000179,-0.016495,0.000005,-0.999864,-0.091949,1.177145,-2.273816
73,0.608333,-0.003147,0.896074,-0.001828,-0.443890,-1.289875,1.120668,0.191506,0.000157,-0.016575,-0.000019,-0.999863,-0.091922,1.177184,-2.273895
74,0.616667,-0.003114,0.896078,-0.001828,-0.443882,-1.289883,1.120674,0.191515,0.000063,-0.016574,-0.000031,-0.999863,-0.091901,1.177174,-2.273897
75,0.625000,-0.003090,0.896110,-0.001791,-0.443817,-1.289884,1.120676,0.191504,0.000176,-0.016584,-0.000030,-0.999863,-0.091919,1.177180,-2.273892
76,0.633333,-0.003116,0.896072,-0.001851,-0.443894,-1.289882,1.120663,0.191527,0.000115,-0.016566,0.000000,-0.999863,-0.091917,1.177175,-2.273895
77,0.641667,-0.003094,0.896118,-0.001800,-0.443802,-1.289886,1.120677,0.191502,0.000177,-0.016581,-0.000033,-0.999863,-0.091908,1.177176,-2.273886
78,0.650000,-0.003111,0.896067,-0.001834,-0.443904,-1.289888,1.120667,0.191522,0.000192,-0.016576,-0.000036,-0.999863,-0.091908,1.177182,-2.273883
79,0.658333,-0.003129,0.896085,-0.001800,-0.443868,-1.289885,1.120663,0.191505,0.000387,-0.016518,-0.000005,-0.999864,-0.091950,1.177145,-2.273804
80,0.666667,-0.003109,0.896071,-0.001828,-0.443895,-1.289893,1.120670,0.191517,0.000236,-0.016459,0.000038,-0.999865,-0.091952,1.177150,-2.273808
81,0.675000,-0.003133,0.896064,-0.001837,-0.443910,-1.289883,1.120672,0.191525,0.000256,-0.016590,-0.000046,-0.999862,-0.091913,1.177182,-2.273887
82,0.683333,-0.003103,0.896087,-0.001852,-0.443865,-1.289888,1.120664,0.191529,0.000395,-0.016507,0.000011,-0.999864,-0.091959,1.177153,-2.273809
83,0.691667,-0.003138,0.896082,-0.001820,-0.443873,-1.289877,1.120666,0.191512,-0.000092,-0.016592,-0.000009,-0.999862,-0.091914,1.177179,-2.273922
84,0.700000,-0.003098,0.896080,-0.001827,-0.443877,-1.289890,1.120669,0.191521,0.000221,-0.016446,0.000063,-0.999865,-0.091957,1.177149,-2.273810
85,0.708333,-0.003133,0.896068,-0.001844,-0.443901,-1.289878,1.120666,0.191526,0.000113,-0.016624,-0.000065,-0.999862,-0.091906,1.177184,-2.273904
86,0.716667,-0.003116,0.896075,-0.001840,-0.443888,-1.289882,1.120668,0.191532,0.000377,-0.016515,-0.000009,-0.999864,-0.091958,1.177159,-2.273807
87,0.725000,-0.003107,0.896085,-0.001820,-0.443868,-1.289883,1.120667,0.191518,-0.000037,-0.016559,0.000008,-0.999863,-0.091911,1.177178,-2.273907
88,0.733333,-0.003096,0.896083,-0.001817,-0.443873,-1.289892,1.120673,0.191519,0.000178,-0.016480,0.000028,-0.999864,-0.091954,1.177147,-2.273818
89,0.741667,-0.003120,0.896081,-0.001830,-0.443875,-1.289879,1.120668,0.191520,0.000208,-0.016482,0.000026,-0.999864,-0.091951,1.177150,-2.273816
90,0.750000,-0.003115,0.896075,-0.001838,-0.443888,-1.289882,1.120671,0.191522,0.000174,-0.016483,0.000020,-0.999864,-0.091946,1.177149,-2.273820
91,0.758333,-0.003119,0.896070,-0.001835,-0.443898,-1.289884,1.120669,0.191522,0.000180,-0.016576,-0.000004,-0.999863,-0.091920,1.177171,-2.273887
92,0.766667,-0.003124,0.896061,-0.001821,-0.443917,-1.289881,1.120669,0.191512,0.000331,-0.016485,0.000027,-0.999864,-0.091950,1.177145,-2.273805
93,0.775000,-0.003119,0.896085,-0.001837,-0.443867,-1.289877,1.120671,0.191523,0.000167,-0.016579,0.000003,-0.999863,-0.091917,1.177177,-2.273895
94,0.783333,-0.003133,0.896077,-0.001846,-0.443885,-1.289867,1.120668,0.191516,0.000509,-0.016492,0.000026,-0.999864,-0.091953,1.177139,-2.273788
95,0.791667,-0.003120,0.896067,-0.001826,-0.443904,-1.289884,1.120667,0.191515,0.000391,-0.016495,0.000052,-0.999864,-0.091965,1.177134,-2.273807
96,0.800000,-0.003119,0.896093,-0.001812,-0.443852,-1.289876,1.120668,0.191512,0.000198,-0.016588,-0.000024,-0.999862,-0.091910,1.177177,-2.273889
97,0.808333,-0.003073,0.896142,-0.001806,-0.443752,-1.289879,1.120680,0.191511,-0.000016,-0.016580,0.000006,-0.999863,-0.091915,1.177164,-2.273905
98,0.816667,-0.003133,0.896084,-0.001828,-0.443870,-1.289872,1.120671,0.191513,0.000223,-0.016566,-0.000032,-0.999863,-0.091910,1.177177,-2.273880
99,0.825000,-0.003088,0.896121,-0.001805,-0.443795,-1.289875,1.120681,0.191506,0.000205,-0.016557,0.000015,-0.999863,-0.091926,1.177171,-2.273880
100,0.833333,-0.003109,0.896097,-0.001802,-0.443845,-1.289887,1.120671,0.191499,0.000197,-0.016484,0.000050,-0.999864,-0.091961,1.177133,-2.273817
101,0.841667,-0.003143,0.896073,-0.001832,-0.443891,-1.289868,1.120667,0.191512,0.000400,-0.016435,0.000032,-0.999865,-0.091956,1.177149,-2.273760
102,0.850000,-0.003113,0.896069,-0.001832,-0.443899,-1.289881,1.120670,0.191517,0.000086,-0.016457,0.000083,-0.999865,-0.091962,1.177125,-2.273821
103,0.858333,-0.003102,0.896092,-0.001835,-0.443855,-1.289878,1.120669,0.191519,-0.000076,-0.016572,0.000011,-0.999863,-0.091908,1.177169,-2.273907
104,0.866667,-0.003118,0.896083,-0.001824,-0.443872,-1.289875,1.120672,0.191503,0.000052,-0.016559,0.000014,-0.999863,-0.091908,1.177161,-2.273887
105,0.875000,-0.003098,0.896088,-0.001827,-0.443862,-1.289883,1.120671,0.191511,0.000185,-0.016584,-0.000002,-0.999862,-0.091919,1.177174,-2.273891
106,0.883333,-0.003129,0.896091,-0.001813,-0.443856,-1.289877,1.120667,0.191506,0.000089,-0.016568,0.000001,-0.999863,-0.091916,1.177172,-2.273894
107,0.891667,-0.003101,0.896122,-0.001798,-0.443794,-1.289878,1.120677,0.191494,0.000375,-0.016500,0.000007,-0.999864,-0.091943,1.177151,-2.273802
108,0.900000,-0.003078,0.896128,-0.001817,-0.443781,-1.289885,1.120676,0.191506,-0.000020,-0.016549,-0.000029,-0.999863,-0.091895,1.177178,-2.273896
109,0.908333,-0.003076,0.896128,-0.001780,-0.443782,-1.289891,1.120678,0.191501,0.000204,-0.016469,0.000035,-0.999864,-0.091946,1.177140,-2.273811
110,0.916667,-0.003109,0.896067,-0.001820,-0.443905,-1.289892,1.120668,0.191513,0.000068,-0.016564,-0.000022,-0.999863,-0.091913,1.177185,-2.273893
111,0.925000,-0.003122,0.896067,-0.001819,-0.443904,-1.289885,1.120673,0.191512,0.000209,-0.016590,0.000012,-0.999862,-0.091910,1.177176,-2.273889
112,0.933333,-0.003122,0.896062,-0.001802,-0.443915,-1.289888,1.120667,0.191505,-0.000018,-0.016572,-0.000021,-0.999863,-0.091899,1.177173,-2.273905
113,0.941667,-0.003130,0.896088,-0.001815,-0.443862,-1.289879,1.120670,0.191503,0.000124,-0.016551,0.000000,-0.999863,-0.091905,1.177182,-2.273885
114,0.950000,-0.003122,0.896079,-0.001839,-0.443879,-1.289880,1.120659,0.191514,0.000144,-0.016579,-0.000012,-0.999863,-0.091910,1.177181,-2.273896
115,0.958333,-0.003095,0.896079,-0.001831,-0.443881,-1.289895,1.120666,0.191520,0.000154,-0.016554,-0.000010,-0.999863,-0.091915,1.177185,-2.273890
116,0.966667,-0.003057,0.896122,-0.001807,-0.443793,-1.289897,1.120674,0.191509,0.000312,-0.016468,0.000032,-0.999864,-0.091958,1.177151,-2.273801
117,0.975000,-0.003099,0.896080,-0.001825,-0.443878,-1.289897,1.120668,0.191517,0.000181,-0.016597,-0.000014,-0.999862,-0.091908,1.177181,-2.273895
118,0.983333,-0.003125,0.896082,-0.001847,-0.443874,-1.289878,1.120664,0.191528,0.000311,-0.016483,0.000044,-0.999864,-0.091958,1.177146,-2.273804
119,0.991667,-0.003102,0.896104,-0.001833,-0.443829,-1.289892,1.120670,0.191518,0.000377,-0.016500,0.000003,-0.999864,-0.091956,1.177148,-2.273798
120,1.000000,-0.003112,0.896075,-0.001846,-0.443888,-1.289890,1.120664,0.191523,0.000128,-0.016585,-0.000043,-0.999863,-0.091927,1.177183,-2.273896
121,1.008333,-0.003081,0.896105,-0.001815,-0.443827,-1.289895,1.120677,0.191512,0.000107,-0.016562,0.000017,-0.999863,-0.091922,1.177171,-2.273890
122,1.016667,-0.003135,0.896071,-0.001815,-0.443896,-1.289886,1.120669,0.191510,0.000105,-0.016577,-0.000020,-0.999863,-0.091919,1.177176,-2.273901
123,1.025000,-0.003103,0.896062,-0.001837,-0.443915,-1.289903,1.120661,0.191528,0.000020,-0.016578,0.000015,-0.999863,-0.091919,1.177172,-2.273906
124,1.033333,-0.003126,0.896062,-0.001817,-0.443914,-1.289896,1.120669,0.191514,0.000040,-0.016596,-0.000017,-0.999862,-0.091910,1.177170,-2.273907
125,1.041667,-0.003098,0.896064,-0.001821,-0.443910,-1.289900,1.120668,0.191519,0.000247,-0.016490,0.000025,-0.999864,-0.091963,1.177153,-2.273819
126,1.050000,-0.003098,0.896078,-0.001839,-0.443882,-1.289894,1.120669,0.191527,-0.000027,-0.016585,-0.000017,-0.999863,-0.091915,1.177176,-2.273912
127,1.058333,-0.003119,0.896091,-0.001825,-0.443857,-1.289883,1.120668,0.191522,0.000242,-0.016501,0.000019,-0.999864,-0.091944,1.177143,-2.273818
128,1.066667,-0.003126,0.896062,-0.001832,-0.443914,-1.289886,1.120657,0.191517,0.000359,-0.016494,0.000022,-0.999864,-0.091965,1.177148,-2.273803
129,1.075000,-0.003107,0.896094,-0.001811,-0.443849,-1.289896,1.120669,0.191506,0.000377,-0.016493,0.000017,-0.999864,-0.091963,1.177149,-2.273807
130,1.083333,-0.003101,0.896077,-0.001834,-0.443883,-1.289899,1.120667,0.191525,-0.000071,-0.016587,0.000014,-0.999862,-0.091910,1.177158,-2.273911
131,1.091667,-0.003093,0.896089,-0.001809,-0.443860,-1.289905,1.120669,0.191515,0.000134,-0.016579,-0.000025,-0.999863,-0.091924,1.177183,-2.273897
132,1.100000,-0.003100,0.896084,-0.001821,-0.443869,-1.289893,1.120663,0.191514,0.000314,-0.016495,0.000038,-0.999864,-0.091965,1.177144,-2.273816
133,1.108333,-0.003118,0.896080,-0.001833,-0.443878,-1.289891,1.120668,0.191518,0.000173,-0.016570,0.000012,-0.999863,-0.091920,1.177177,-2.273896
134,1.116667,-0.003149,0.896061,-0.001836,-0.443915,-1.289877,1.120662,0.191514,0.000003,-0.016601,-0.000002,-0.999862,-0.091918,1.177167,-2.273915
135,1.125000,-0.003115,0.896095,-0.001820,-0.443849,-1.289887,1.120667,0.191515,0.000265,-0.016462,0.000057,-0.999865,-0.091963,1.177142,-2.273807
136,1.133333,-0.003097,0.896090,-0.001833,-0.443858,-1.289893,1.120664,0.191523,-0.000014,-0.016566,-0.000010,-0.999863,-0.091917,1.177172,-2.273906
137,1.141667,-0.003113,0.896078,-0.001838,-0.443883,-1.289888,1.120669,0.191526,0.000270,-0.016509,-0.000002,-0.999864,-0.091948,1.177147,-2.273820
138,1.150000,-0.003108,0.896074,-0.001823,-0.443890,-1.289894,1.120667,0.191514,0.000155,-0.016585,-0.000007,-0.999863,-0.091924,1.177172,-2.273894
139,1.158333,-0.003119,0.896072,-0.001829,-0.443894,-1.289888,1.120668,0.191517,0.000300,-0.016524,-0.000016,-0.999863,-0.091944,1.177146,-2.273817
140,1.166667,-0.003111,0.896088,-0.001828,-0.443862,-1.289889,1.120657,0.191512,0.000216,-0.016464,0.000058,-0.999865,-0.091954,1.177141,-2.273811
141,1.175000,-0.003111,0.896079,-0.001821,-0.443881,-1.289893,1.120667,0.191517,0.000074,-0.016599,-0.000002,-0.999862,-0.091914,1.177164,-2.273905
142,1.183333,-0.003129,0.896078,-0.001854,-0.443882,-1.289880,1.120667,0.191526,0.000339,-0.016485,0.000011,-0.999864,-0.091949,1.177144,-2.273799
143,1.191667,-0.003128,0.896074,-0.001808,-0.443890,-1.289886,1.120665,0.191514,0.000109,-0.016488,0.000037,-0.999864,-0.091947,1.177145,-2.273828
144,1.200000,-0.003097,0.896076,-0.001809,-0.443887,-1.289904,1.120664,0.191511,0.000034,-0.016567,0.000012,-0.999863,-0.091927,1.177166,-2.273900
145,1.208333,-0.003136,0.896072,-0.001810,-0.443893,-1.289886,1.120669,0.191504,0.000037,-0.016581,-0.000014,-0.999863,-0.091917,1.177163,-2.273896
146,1.216667,-0.003131,0.896074,-0.001818,-0.443891,-1.289884,1.120664,0.191513,0.000078,-0.016572,-0.000008,-0.999863,-0.091918,1.177171,-2.273899
147,1.225000,-0.003126,0.896065,-0.001846,-0.443907,-1.289889,1.120669,0.191523,0.000099,-0.016605,-0.000027,-0.999862,-0.091917,1.177171,-2.273901
148,1.233333,-0.003120,0.896068,-0.001835,-0.443902,-1.289889,1.120665,0.191512,0.000040,-0.016579,-0.000022,-0.999863,-0.091910,1.177165,-2.273900
149,1.241667,-0.003108,0.896091,-0.001810,-0.443855,-1.289890,1.120666,0.191511,0.000339,-0.016499,0.000064,-0.999864,-0.091963,1.177133,-2.273802
150,1.250000,-0.003094,0.896079,-0.001796,-0.443880,-1.289903,1.120665,0.191509,0.000184,-0.016581,0.000009,-0.999863,-0.091924,1.177166,-2.273891
151,1.258333,-0.003100,0.896073,-0.001819,-0.443891,-1.289898,1.120666,0.191515,0.000302,-0.016609,-0.000048,-0.999862,-0.091911,1.177180,-2.273888
