Format Version,1.23,Take Name,IR_013,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-11-14 10.37.51.213 下午,Total Frames in Take,5758,Total Exported Frames,5758,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
33,0.275000,-0.003544,-0.043097,-0.003372,-0.999059,-0.281454,1.117589,-1.949449,-0.000018,-0.000134,-0.000014,-1.000000,0.156651,1.114748,1.071889
34,0.283333,-0.003457,-0.043077,-0.003389,-0.999060,-0.281443,1.117604,-1.949444,-0.000083,-0.000202,0.000006,-1.000000,0.156652,1.114745,1.071901
35,0.291667,-0.003566,-0.043087,-0.003390,-0.999059,-0.281441,1.117583,-1.949448,-0.000092,-0.000237,-0.000022,-1.000000,0.156662,1.114738,1.071902
36,0.300000,-0.003548,-0.043132,-0.003363,-0.999057,-0.281452,1.117592,-1.949445,-0.000012,-0.000092,-0.000020,-1.000000,0.156655,1.114744,1.071881
37,0.308333,-0.003541,-0.043112,-0.003410,-0.999058,-0.281439,1.117595,-1.949444,-0.000012,0.000066,0.000008,-1.000000,0.156652,1.114727,1.071865
38,0.316667,-0.003507,-0.043076,-0.003380,-0.999060,-0.281459,1.117601,-1.949444,-0.000087,-0.000097,-0.000031,-1.000000,0.156668,1.114723,1.071887
39,0.325000,-0.003604,-0.043095,-0.003388,-0.999059,-0.281449,1.117592,-1.949456,-0.000077,-0.000110,0.000010,-1.000000,0.156644,1.114726,1.071890
40,0.333333,-0.003391,-0.042980,-0.003337,-0.999065,-0.281445,1.117623,-1.949456,-0.000001,-0.000121,-0.000009,-1.000000,0.156649,1.114742,1.071901
41,0.341667,-0.003467,-0.043121,-0.003413,-0.999058,-0.281450,1.117602,-1.949436,-0.000004,0.000087,0.000019,-1.000000,0.156643,1.114731,1.071866
42,0.350000,-0.003530,-0.043113,-0.003409,-0.999058,-0.281447,1.117609,-1.949452,-0.000081,-0.000302,-0.000015,-1.000000,0.156648,1.114746,1.071919
43,0.358333,-0.003528,-0.043107,-0.003408,-0.999058,-0.281453,1.117601,-1.949453,0.000007,-0.000133,-0.000017,-1.000000,0.156654,1.114736,1.071903
44,0.366667,-0.003545,-0.043156,-0.003407,-0.999056,-0.281446,1.117591,-1.949439,-0.000096,-0.000127,-0.000024,-1.000000,0.156659,1.114729,1.071889
45,0.375000,-0.003525,-0.043084,-0.003433,-0.999059,-0.281443,1.117595,-1.949450,-0.000020,-0.000053,-0.000010,-1.000000,0.156656,1.114742,1.071884
46,0.383333,-0.003538,-0.043097,-0.003403,-0.999059,-0.281445,1.117593,-1.949445,-0.000006,0.000045,-0.000001,-1.000000,0.156647,1.114721,1.071871
47,0.391667,-0.003535,-0.043088,-0.003369,-0.999059,-0.281443,1.117590,-1.949449,-0.000090,-0.000090,-0.000003,-1.000000,0.156653,1.114722,1.071884
48,0.400000,-0.003509,-0.043099,-0.003411,-0.999059,-0.281444,1.117586,-1.949438,-0.000085,-0.000093,-0.000019,-1.000000,0.156658,1.114719,1.071880
49,0.408333,-0.003544,-0.043097,-0.003379,-0.999059,-0.281454,1.117581,-1.949444,-0.000078,-0.000303,-0.000004,-1.000000,0.156646,1.114740,1.071921
50,0.416667,-0.003529,-0.043086,-0.003424,-0.999059,-0.281436,1.117577,-1.949443,-0.000072,-0.000248,-0.000025,-1.000000,0.156661,1.114740,1.071919
51,0.425000,-0.003565,-0.043097,-0.003374,-0.999059,-0.281448,1.117577,-1.949447,-0.000010,0.000081,0.000013,-1.000000,0.156648,1.114725,1.071863
52,0.433333,-0.003503,-0.043097,-0.003414,-0.999059,-0.281438,1.117577,-1.949439,-0.000076,-0.000258,-0.000017,-1.000000,0.156656,1.114743,1.071914
53,0.441667,-0.003514,-0.043107,-0.003379,-0.999059,-0.281444,1.117575,-1.949438,-0.000064,-0.000239,-0.000021,-1.000000,0.156659,1.114736,1.071915
54,0.450000,-0.003494,-0.043106,-0.003385,-0.999059,-0.281448,1.117579,-1.949435,-0.000083,-0.000263,-0.000009,-1.000000,0.156651,1.114744,1.071911
55,0.458333,-0.003555,-0.043087,-0.003400,-0.999059,-0.281448,1.117557,-1.949443,-0.000056,-0.000141,-0.000005,-1.000000,0.156645,1.114718,1.071904
56,0.466667,-0.003517,-0.043063,-0.003369,-0.999061,-0.281440,1.117568,-1.949442,-0.000009,-0.000083,-0.000013,-1.000000,0.156656,1.114739,1.071889
57,0.475000,-0.003564,-0.043108,-0.003371,-0.999058,-0.281434,1.117567,-1.949442,0.000015,0.000070,0.000018,-1.000000,0.156641,1.114724,1.071871
58,0.483333,-0.003516,-0.043114,-0.003372,-0.999058,-0.281439,1.117581,-1.949441,-0.000072,-0.000233,-0.000004,-1.000000,0.156652,1.114738,1.071907
59,0.491667,-0.003518,-0.043087,-0.003344,-0.999060,-0.281444,1.117572,-1.949436,-0.000063,-0.000252,0.000001,-1.000000,0.156644,1.114736,1.071912
60,0.500000,-0.003556,-0.043130,-0.003367,-0.999057,-0.281446,1.117568,-1.949440,0.000023,-0.000159,-0.000026,-1.000000,0.156649,1.114736,1.071905
61,0.508333,-0.003567,-0.043119,-0.003387,-0.999058,-0.281435,1.117555,-1.949442,-0.000055,-0.000260,-0.000017,-1.000000,0.156657,1.114732,1.071920
62,0.516667,-0.003553,-0.043093,-0.003349,-0.999059,-0.281451,1.117567,-1.949444,-0.000051,-0.000254,-0.000015,-1.000000,0.156655,1.114736,1.071922
63,0.525000,-0.003597,-0.043111,-0.003438,-0.999058,-0.281428,1.117546,-1.949443,-0.000055,-0.000276,-0.000006,-1.000000,0.156655,1.114738,1.071915
64,0.533333,-0.003550,-0.043069,-0.003321,-0.999060,-0.281449,1.117563,-1.949445,-0.000070,-0.000067,0.000002,-1.000000,0.156648,1.114725,1.071882
65,0.541667,-0.003581,-0.043094,-0.003382,-0.999059,-0.281445,1.117556,-1.949448,-0.000048,-0.000217,0.000012,-1.000000,0.156649,1.114743,1.071920
66,0.550000,-0.003529,-0.043063,-0.003361,-0.999060,-0.281438,1.117561,-1.949440,-0.000059,-0.000284,0.000002,-1.000000,0.156643,1.114740,1.071923
67,0.558333,-0.003560,-0.043087,-0.003382,-0.999059,-0.281437,1.117566,-1.949441,0.000004,0.000059,0.000008,-1.000000,0.156646,1.114726,1.071870
68,0.566667,-0.003481,-0.043101,-0.003418,-0.999059,-0.281437,1.117570,-1.949434,-0.000081,-0.000136,-0.000011,-1.000000,0.156647,1.114723,1.071891
69,0.575000,-0.003560,-0.043082,-0.003385,-0.999060,-0.281439,1.117559,-1.949444,-0.000020,-0.000157,-0.000022,-1.000000,0.156655,1.114749,1.071889
70,0.583333,-0.003555,-0.043085,-0.003406,-0.999059,-0.281430,1.117559,-1.949438,-0.000071,-0.000262,-0.000035,-1.000000,0.156667,1.114733,1.071918
71,0.591667,-0.003557,-0.043116,-0.003386,-0.999058,-0.281430,1.117553,-1.949436,0.000017,-0.000084,0.000009,-1.000000,0.156650,1.114738,1.071902
72,0.600000,-0.003564,-0.043112,-0.003374,-0.999058,-0.281435,1.117560,-1.949441,-0.000016,0.000107,0.000024,-1.000000,0.156648,1.114734,1.071855
73,0.608333,-0.003583,-0.043103,-0.003366,-0.999059,-0.281429,1.117560,-1.949448,-0.000064,-0.000209,0.000003,-1.000000,0.156652,1.114743,1.071914
74,0.616667,-0.003543,-0.043096,-0.003413,-0.999059,-0.281439,1.117560,-1.949442,0.000009,-0.000130,-0.000010,-1.000000,0.156651,1.114745,1.071903
75,0.625000,-0.003531,-0.043070,-0.003438,-0.999060,-0.281427,1.117561,-1.949450,-0.000058,-0.000280,-0.000013,-1.000000,0.156650,1.114739,1.071935
76,0.633333,-0.003527,-0.043021,-0.003355,-0.999062,-0.281447,1.117566,-1.949445,-0.000079,-0.000121,0.000001,-1.000000,0.156645,1.114721,1.071898
77,0.641667,-0.003552,-0.043106,-0.003365,-0.999058,-0.281438,1.117564,-1.949447,-0.000078,-0.000236,-0.000004,-1.000000,0.156652,1.114739,1.071913
78,0.650000,-0.003553,-0.043040,-0.003405,-0.999061,-0.281449,1.117572,-1.949449,-0.000002,0.000049,-0.000014,-1.000000,0.156656,1.114724,1.071881
79,0.658333,-0.003530,-0.043049,-0.003429,-0.999061,-0.281431,1.117562,-1.949445,0.000006,-0.000046,0.000008,-1.000000,0.156655,1.114740,1.071892
80,0.666667,-0.003511,-0.043072,-0.003378,-0.999060,-0.281444,1.117564,-1.949432,-0.000015,-0.000121,-0.000014,-1.000000,0.156660,1.114741,1.071894
81,0.675000,-0.003522,-0.043029,-0.003407,-0.999062,-0.281440,1.117566,-1.949450,-0.000014,0.000099,0.000018,-1.000000,0.156655,1.114729,1.071864
82,0.683333,-0.003538,-0.043049,-0.003413,-0.999061,-0.281443,1.117558,-1.949443,-0.000061,-0.000243,-0.000014,-1.000000,0.156657,1.114742,1.071926
83,0.691667,-0.003515,-0.043056,-0.003365,-0.999061,-0.281451,1.117576,-1.949441,0.000002,-0.000141,-0.000014,-1.000000,0.156654,1.114736,1.071909
84,0.700000,-0.003511,-0.043100,-0.003370,-0.999059,-0.281444,1.117567,-1.949434,-0.000080,-0.000306,-0.000020,-1.000000,0.156653,1.114741,1.071921
85,0.708333,-0.003515,-0.043064,-0.003416,-0.999060,-0.281444,1.117563,-1.949443,-0.000014,-0.000095,0.000003,-1.000000,0.156656,1.114740,1.071901
86,0.716667,-0.003495,-0.043040,-0.003378,-0.999062,-0.281446,1.117570,-1.949437,-0.000110,-0.000108,-0.000019,-1.000000,0.156659,1.114725,1.071885
87,0.725000,-0.003548,-0.043020,-0.003383,-0.999062,-0.281451,1.117557,-1.949452,-0.000088,-0.000271,0.000002,-1.000000,0.156642,1.114737,1.071914
88,0.733333,-0.003536,-0.043049,-0.003364,-0.999061,-0.281446,1.117566,-1.949448,-0.000081,-0.000267,0.000003,-1.000000,0.156647,1.114742,1.071917
89,0.741667,-0.003521,-0.043124,-0.003397,-0.999058,-0.281436,1.117559,-1.949436,-0.000063,-0.000253,0.000002,-1.000000,0.156647,1.114741,1.071929
90,0.750000,-0.003558,-0.043119,-0.003338,-0.999058,-0.281450,1.117563,-1.949435,-0.000079,-0.000218,-0.000005,-1.000000,0.156661,1.114738,1.071912
91,0.758333,-0.003524,-0.043097,-0.003357,-0.999059,-0.281454,1.117564,-1.949436,-0.000099,-0.000116,-0.000018,-1.000000,0.156654,1.114720,1.071890
92,0.766667,-0.003537,-0.043095,-0.003433,-0.999059,-0.281428,1.117567,-1.949444,-0.000076,-0.000227,-0.000019,-1.000000,0.156661,1.114739,1.071914
93,0.775000,-0.003592,-0.043102,-0.003377,-0.999059,-0.281441,1.117555,-1.949443,0.000012,-0.000057,0.000021,-1.000000,0.156648,1.114741,1.071900
94,0.783333,-0.003539,-0.043074,-0.003395,-0.999060,-0.281444,1.117559,-1.949440,-0.000062,-0.000271,-0.000023,-1.000000,0.156658,1.114738,1.071925
95,0.791667,-0.003513,-0.043038,-0.003377,-0.999062,-0.281447,1.117563,-1.949441,-0.000079,-0.000093,0.000004,-1.000000,0.156653,1.114727,1.071897
96,0.800000,-0.003500,-0.043040,-0.003409,-0.999061,-0.281449,1.117565,-1.949439,-0.000081,-0.000072,0.000012,-1.000000,0.156652,1.114723,1.071893
97,0.808333,-0.003544,-0.043090,-0.003383,-0.999059,-0.281444,1.117565,-1.949443,-0.000096,-0.000255,-0.000017,-1.000000,0.156657,1.114743,1.071913
98,0.816667,-0.003580,-0.043119,-0.003393,-0.999058,-0.281437,1.117558,-1.949452,-0.000034,0.000072,0.000006,-1.000000,0.156653,1.114728,1.071862
99,0.825000,-0.003619,-0.043101,-0.003391,-0.999058,-0.281437,1.117554,-1.949454,-0.000095,-0.000073,0.000007,-1.000000,0.156654,1.114724,1.071884
100,0.833333,-0.003553,-0.043097,-0.003397,-0.999059,-0.281437,1.117559,-1.949443,-0.000083,-0.000129,-0.000023,-1.000000,0.156660,1.114723,1.071896
101,0.841667,-0.003564,-0.043065,-0.003384,-0.999060,-0.281437,1.117563,-1.949457,-0.000012,-0.000096,-0.000007,-1.000000,0.156656,1.114743,1.071890
102,0.850000,-0.003534,-0.043063,-0.003419,-0.999060,-0.281438,1.117565,-1.949450,-0.000072,-0.000090,-0.000013,-1.000000,0.156664,1.114722,1.071894
103,0.858333,-0.003588,-0.043069,-0.003346,-0.999060,-0.281441,1.117559,-1.949453,-0.000020,0.000024,-0.000016,-1.000000,0.156659,1.114723,1.071873
104,0.866667,-0.003571,-0.043058,-0.003414,-0.999060,-0.281429,1.117551,-1.949455,-0.000073,-0.000267,-0.000023,-1.000000,0.156660,1.114738,1.071929
105,0.875000,-0.003593,-0.043105,-0.003401,-0.999058,-0.281431,1.117554,-1.949451,-0.000080,-0.000084,0.000002,-1.000000,0.156653,1.114726,1.071890
106,0.883333,-0.003574,-0.043089,-0.003385,-0.999059,-0.281442,1.117558,-1.949456,-0.000005,-0.000158,-0.000018,-1.000000,0.156657,1.114746,1.071909
107,0.891667,-0.003505,-0.043016,-0.003392,-0.999063,-0.281446,1.117575,-1.949448,-0.000089,-0.000100,-0.000003,-1.000000,0.156654,1.114724,1.071888
108,0.900000,-0.003539,-0.043079,-0.003345,-0.999060,-0.281453,1.117574,-1.949446,-0.000067,-0.000262,-0.000011,-1.000000,0.156657,1.114740,1.071922
109,0.908333,-0.003575,-0.043100,-0.003367,-0.999059,-0.281447,1.117557,-1.949446,-0.000021,0.000005,-0.000012,-1.000000,0.156653,1.114720,1.071876
110,0.916667,-0.003557,-0.043114,-0.003439,-0.999058,-0.281426,1.117559,-1.949443,-0.000073,-0.000273,-0.000011,-1.000000,0.156655,1.114739,1.071914
111,0.925000,-0.003571,-0.043043,-0.003361,-0.999061,-0.281453,1.117568,-1.949453,-0.000103,-0.000266,-0.000015,-1.000000,0.156660,1.114741,1.071900
112,0.933333,-0.003577,-0.043065,-0.003397,-0.999060,-0.281434,1.117555,-1.949451,-0.000097,-0.000107,-0.000011,-1.000000,0.156664,1.114730,1.071885
113,0.941667,-0.003520,-0.043079,-0.003397,-0.999060,-0.281446,1.117564,-1.949446,-0.000081,-0.000257,-0.000015,-1.000000,0.156666,1.114741,1.071911
114,0.950000,-0.003539,-0.043056,-0.003426,-0.999061,-0.281440,1.117558,-1.949448,-0.000008,0.000048,0.000000,-1.000000,0.156653,1.114727,1.071874
115,0.958333,-0.003566,-0.043089,-0.003357,-0.999059,-0.281451,1.117561,-1.949448,-0.000077,-0.000297,-0.000028,-1.000000,0.156664,1.114745,1.071915
116,0.966667,-0.003533,-0.043047,-0.003471,-0.999061,-0.281428,1.117557,-1.949447,-0.000013,-0.000123,-0.000013,-1.000000,0.156659,1.114748,1.071892
117,0.975000,-0.003495,-0.043079,-0.003410,-0.999060,-0.281442,1.117568,-1.949445,-0.000023,0.000096,0.000017,-1.000000,0.156658,1.114735,1.071855
118,0.983333,-0.003539,-0.043036,-0.003391,-0.999062,-0.281447,1.117564,-1.949449,-0.000004,0.000023,-0.000015,-1.000000,0.156664,1.114725,1.071874
119,0.991667,-0.003564,-0.043063,-0.003360,-0.999060,-0.281444,1.117563,-1.949449,-0.000098,-0.000260,0.000001,-1.000000,0.156655,1.114742,1.071900
120,1.000000,-0.003491,-0.043051,-0.003396,-0.999061,-0.281447,1.117568,-1.949443,-0.000010,-0.000046,-0.000010,-1.000000,0.156664,1.114751,1.071884
121,1.008333,-0.003579,-0.043106,-0.003357,-0.999058,-0.281445,1.117562,-1.949447,-0.000090,-0.000271,-0.000003,-1.000000,0.156650,1.114742,1.071904
122,1.016667,-0.003495,-0.043078,-0.003425,-0.999060,-0.281436,1.117565,-1.949440,-0.000073,-0.000259,-0.000008,-1.000000,0.156658,1.114745,1.071915
123,1.025000,-0.003573,-0.043066,-0.003420,-0.999060,-0.281445,1.117546,-1.949454,-0.000018,0.000048,0.000005,-1.000000,0.156651,1.114732,1.071861
124,1.033333,-0.003489,-0.043061,-0.003451,-0.999060,-0.281423,1.117564,-1.949439,-0.000014,0.000033,-0.000023,-1.000000,0.156667,1.114720,1.071866
125,1.041667,-0.003495,-0.043060,-0.003384,-0.999061,-0.281447,1.117571,-1.949442,0.000005,-0.000106,-0.000009,-1.000000,0.156658,1.114747,1.071890
126,1.050000,-0.003500,-0.043051,-0.003399,-0.999061,-0.281436,1.117563,-1.949439,0.000004,-0.000074,0.000008,-1.000000,0.156660,1.114739,1.071888
127,1.058333,-0.003522,-0.043110,-0.003394,-0.999058,-0.281435,1.117555,-1.949442,-0.000092,-0.000065,0.000014,-1.000000,0.156659,1.114728,1.071875
128,1.066667,-0.003559,-0.043050,-0.003352,-0.999061,-0.281451,1.117554,-1.949449,0.000001,0.000056,-0.000003,-1.000000,0.156665,1.114726,1.071874
129,1.075000,-0.003493,-0.043052,-0.003446,-0.999061,-0.281437,1.117564,-1.949450,-0.000080,-0.000221,-0.000003,-1.000000,0.156661,1.114745,1.071910
130,1.083333,-0.003459,-0.043076,-0.003404,-0.999060,-0.281449,1.117574,-1.949438,-0.000072,-0.000300,-0.000029,-1.000000,0.156664,1.114735,1.071920
131,1.091667,-0.003478,-0.043068,-0.003408,-0.999060,-0.281430,1.117558,-1.949439,-0.000080,-0.000261,-0.000025,-1.000000,0.156667,1.114742,1.071914
132,1.100000,-0.003508,-0.043074,-0.003381,-0.999060,-0.281450,1.117562,-1.949439,-0.000115,-0.000088,0.000010,-1.000000,0.156657,1.114727,1.071880
133,1.108333,-0.003521,-0.043086,-0.003392,-0.999059,-0.281437,1.117567,-1.949446,-0.000067,-0.000222,-0.000019,-1.000000,0.156667,1.114736,1.071917
134,1.116667,-0.003498,-0.043028,-0.003377,-0.999062,-0.281442,1.117558,-1.949442,-0.000069,-0.000114,0.000031,-1.000000,0.156638,1.114724,1.071898
135,1.125000,-0.003520,-0.043088,-0.003359,-0.999059,-0.281443,1.117560,-1.949444,-0.000006,-0.000100,-0.000011,-1.000000,0.156661,1.114736,1.071890
136,1.133333,-0.003583,-0.043096,-0.003401,-0.999059,-0.281431,1.117556,-1.949452,-0.000071,-0.000235,-0.000008,-1.000000,0.156664,1.114740,1.071912
137,1.141667,-0.003459,-0.043054,-0.003415,-0.999061,-0.281445,1.117567,-1.949430,-0.000080,-0.000099,-0.000010,-1.000000,0.156665,1.114723,1.071890
138,1.150000,-0.003539,-0.043049,-0.003361,-0.999061,-0.281447,1.117555,-1.949441,-0.000007,0.000068,0.000012,-1.000000,0.156654,1.114728,1.071871
139,1.158333,-0.003576,-0.043069,-0.003352,-0.999060,-0.281440,1.117566,-1.949449,-0.000040,0.000003,-0.000000,-1.000000,0.156653,1.114728,1.071864
140,1.166667,-0.003486,-0.043056,-0.003394,-0.999061,-0.281440,1.117565,-1.949440,0.000003,-0.000099,0.000005,-1.000000,0.156656,1.114739,1.071897
141,1.175000,-0.003560,-0.043040,-0.003347,-0.999061,-0.281449,1.117563,-1.949450,-0.000029,0.000059,0.000013,-1.000000,0.156650,1.114732,1.071858
142,1.183333,-0.003521,-0.043091,-0.003429,-0.999059,-0.281433,1.117561,-1.949439,-0.000092,-0.000253,-0.000007,-1.000000,0.156655,1.114748,1.071906
143,1.191667,-0.003529,-0.043086,-0.003357,-0.999060,-0.281453,1.117564,-1.949441,-0.000103,-0.000088,-0.000022,-1.000000,0.156671,1.114727,1.071880
144,1.200000,-0.003519,-0.043080,-0.003381,-0.999060,-0.281451,1.117562,-1.949435,-0.000075,-0.000267,-0.000015,-1.000000,0.156658,1.114745,1.071921
145,1.208333,-0.003556,-0.043058,-0.003421,-0.999060,-0.281443,1.117567,-1.949457,0.000008,-0.000073,-0.000007,-1.000000,0.156655,1.114738,1.071900
146,1.216667,-0.003547,-0.043088,-0.003395,-0.999059,-0.281427,1.117554,-1.949442,-0.000028,-0.000133,-0.000035,-1.000000,0.156666,1.114746,1.071890
147,1.225000,-0.003517,-0.043054,-0.003434,-0.999061,-0.281438,1.117558,-1.949443,-0.000102,-0.000116,0.000011,-1.000000,0.156645,1.114724,1.071884
148,1.233333,-0.003544,-0.043082,-0.003392,-0.999060,-0.281438,1.117563,-1.949444,-0.000104,-0.000092,0.000002,-1.000000,0.156651,1.114724,1.071879
149,1.241667,-0.003534,-0.043079,-0.003373,-0.999060,-0.281436,1.117567,-1.949448,-0.000080,-0.000252,-0.000018,-1.000000,0.156657,1.114737,1.071913
150,1.250000,-0.003498,-0.043067,-0.003395,-0.999060,-0.281432,1.117559,-1.949446,-0.000086,-0.000288,-0.000023,-1.000000,0.156657,1.114741,1.071917
151,1.258333,-0.003551,-0.043087,-0.003397,-0.999059,-0.281435,1.117564,-1.949447,-0.000043,0.000012,-0.000035,-1.000000,0.156660,1.114720,1.071857
